Name,Genres,Studio,Type,Score,Score Rank,Num. of episodes,Popularity Rank
Noragami Aragoto OVA,"['comedy', 'fantasy']",['bones'],ova,7.87,761,2,820
Seitokai Yakuindomo* OVA,"['comedy', 'slice of life']",['gohands'],ova,7.87,762,10,2126
Tennis no Ouji-sama,['sports'],['trans arts'],tv,7.87,763,178,1168
Top wo Nerae! Gunbuster,"['action', 'comedy', 'drama', 'sci-fi']",['gainax'],ova,7.87,765,6,1591
Musekinin Kanchou Tylor,"['comedy', 'sci-fi']",['tatsunoko production'],tv,7.86,766,26,2819
Shingeki no Kyojin OVA,"['action', 'drama']",['wit studio'],ova,7.86,767,3,456
Tanaka-kun wa Itsumo Kedaruge,"['comedy', 'slice of life']",['silver link.'],tv,7.86,768,12,448
Tentai Senshi Sunred 2nd Season,['comedy'],['aic asta'],tv,7.86,769,26,6240
Yuru Yuri Nachuyachumi!,"['comedy', 'girls love', 'slice of life']",['tyo animations'],ova,7.86,770,1,2232
Beastars 2nd Season,"['drama', 'slice of life']",['orange'],tv,7.86,771,12,514
Blue Period,"['drama', 'slice of life']",['seven arcs'],tv,7.86,772,12,567
Douluo Dalu,"['action', 'adventure', 'fantasy', 'romance']",['sparkly key animation studio'],ona,7.86,773,26,4008
Douluo Dalu: Xiaowu Fuhuo,"['action', 'adventure', 'fantasy', 'romance']",['sparkly key animation studio'],ona,7.86,774,13,8833
Gekkan Shoujo Nozaki-kun,"['comedy', 'romance']",['doga kobo'],tv,7.86,775,12,157
Golden Kamuy,"['action', 'adventure']",['geno studio'],tv,7.86,776,12,633
Grisaia no Meikyuu: Caprice no Mayu 0,['drama'],['8bit'],special,7.86,777,1,935
Hanasaku Iroha Movie: Home Sweet Home,"['comedy', 'drama', 'slice of life']",['p.a. works'],movie,7.86,778,1,1978
Hoozuki no Reitetsu OVA,"['comedy', 'fantasy', 'supernatural']","['studio deen', 'wit studio']",ova,7.86,779,4,4584
Id:Invaded,"['mystery', 'sci-fi']",['naz'],tv,7.86,780,13,640
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"['comedy', 'drama']",['gonzo'],ova,7.86,781,1,4893
Kokoro ga Sakebitagatterunda.,"['drama', 'romance']",['a-1 pictures'],movie,7.86,782,1,657
Magi: Sinbad no Bouken (TV),"['action', 'adventure', 'fantasy']",['lay-duce'],tv,7.86,783,13,421
Magic Kaito 1412,"['adventure', 'comedy', 'romance']",['a-1 pictures'],tv,7.86,784,24,1581
Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,"['action', 'sci-fi']",['sanzigen'],movie,7.85,785,1,3506
Bleach,"['action', 'adventure', 'fantasy']",['studio pierrot'],tv,7.85,786,366,40
Densetsu Kyojin Ideon: Hatsudou-hen,"['drama', 'sci-fi']",['sunrise'],movie,7.85,787,1,6012
Detective Conan Movie 01: The Timed Skyscraper,"['adventure', 'comedy', 'mystery']",['tms entertainment'],movie,7.85,788,1,2297
Flanders no Inu (Movie),['drama'],['nippon animation'],movie,7.85,790,1,4156
Hoozuki no Reitetsu 2nd Season: Sono Ni,"['comedy', 'fantasy', 'supernatural']",['studio deen'],tv,7.85,791,13,3728
InuYasha,"['action', 'adventure', 'comedy', 'fantasy', 'romance', 'supernatural']",['sunrise'],tv,7.85,792,167,220
Jibaku Shounen Hanako-kun,"['comedy', 'supernatural']",['lerche'],tv,7.85,793,12,376
K-On!,"['comedy', 'slice of life']",['kyoto animation'],tv,7.85,794,13,124
Kara no Kyoukai 4: Garan no Dou,"['action', 'mystery', 'supernatural', 'suspense']",['ufotable'],movie,7.85,795,1,982
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,"['comedy', 'fantasy']",['studio deen'],ova,7.85,796,1,530
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,"['action', 'adventure', 'drama']",['telecom animation film'],movie,7.85,797,1,3269
Non Non Biyori Repeat: Hotaru ga Tanoshinda,"['comedy', 'slice of life']",['silver link.'],ova,7.85,798,1,2827
Paradise Kiss,"['comedy', 'drama', 'romance', 'slice of life']",['madhouse'],tv,7.85,799,12,1005
Seihou Bukyou Outlaw Star,"['action', 'adventure', 'comedy', 'sci-fi']",['sunrise'],tv,7.85,800,24,1334
Uchouten Kazoku,"['comedy', 'drama', 'fantasy', 'slice of life']",['p.a. works'],tv,7.85,801,13,1238
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),['drama'],['lerche'],tv,7.85,802,12,142
Michiko to Hatchin,"['action', 'adventure']",['manglobe'],tv,7.84,803,22,1076
Seitokai Yakuindomo Movie,"['comedy', 'slice of life']",['gohands'],movie,7.84,804,1,2562
Seto no Hanayome OVA,"['comedy', 'romance']",['gonzo'],ova,7.84,805,2,2622
Soul Eater,"['action', 'comedy', 'fantasy', 'supernatural']",['bones'],tv,7.84,806,51,54
Suzumiya Haruhi no Yuuutsu,"['comedy', 'mystery', 'sci-fi', 'slice of life']",['kyoto animation'],tv,7.84,807,14,152
Tasogare Otome x Amnesia,"['horror', 'mystery', 'romance', 'supernatural']",['silver link.'],tv,7.84,808,12,500
Urusei Yatsura 2: Beautiful Dreamer,"['action', 'adventure', 'comedy', 'drama', 'romance', 'sci-fi']",['studio pierrot'],movie,7.84,809,1,4628
Working'!!,"['comedy', 'romance', 'slice of life']",['a-1 pictures'],tv,7.84,810,13,795
Yume-iro Pâtissière,['gourmet'],"['studio pierrot', 'studio hibari']",tv,7.84,811,50,2098
Aggressive Retsuko (ONA) 3rd Season,"['comedy', 'slice of life']",['fanworks'],ona,7.84,812,10,2176
Break Blade 4: Sanka no Chi,"['action', 'fantasy']","['production i.g', 'xebec']",movie,7.84,813,1,2483
Detective Conan Movie 22: Zero the Enforcer,"['action', 'drama', 'mystery']",['tms entertainment'],movie,7.84,814,1,3781
Detective Conan Movie 23: The Fist of Blue Sapphire,"['action', 'comedy', 'drama', 'mystery']",['tms entertainment'],movie,7.84,815,1,3922
Eikoku Koi Monogatari Emma: Molders-hen,"['drama', 'romance', 'slice of life']",['ajia-do'],tv,7.84,816,12,3845
Gungrave,"['action', 'drama', 'sci-fi']",['madhouse'],tv,7.84,817,26,1107
K-On!!: Keikaku!,"['comedy', 'slice of life']",['kyoto animation'],special,7.84,818,1,1560
K-On!: Live House!,"['comedy', 'slice of life']",['kyoto animation'],special,7.84,819,1,1295
91 Days,"['action', 'drama']",['shuka'],tv,7.83,820,12,268
Chuan Shu Zijiu Zhinan,"['drama', 'supernatural']",['djinn power'],ona,7.83,821,10,4925
Danshi Koukousei no Nichijou Specials,"['comedy', 'slice of life']",['sunrise'],special,7.83,822,6,1455
Goku Sayonara Zetsubou Sensei,['comedy'],['shaft'],ova,7.83,823,3,2357
Hidamari Sketch x 365,"['comedy', 'slice of life']",['shaft'],tv,7.83,825,13,3485
Ie Naki Ko,"['adventure', 'drama', 'slice of life']","['madhouse', 'tms entertainment']",tv,7.83,826,51,4968
Igano Kabamaru,"['action', 'adventure', 'comedy', 'romance']",['group tac'],tv,7.83,827,24,5539
Little Witch Academia (TV),"['adventure', 'comedy', 'fantasy']",['trigger'],tv,7.83,828,25,305
Lupin III: The First,"['action', 'adventure', 'comedy', 'mystery']","['tms entertainment', 'marza animation planet']",movie,7.83,829,1,3763
Mahoujin Guruguru (2017),"['adventure', 'comedy', 'fantasy']",['production i.g'],tv,7.83,830,24,3418
Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,"['fantasy', 'slice of life']",['studio kafka'],ova,7.83,831,3,2726
Planetarian: Hoshi no Hito,"['drama', 'sci-fi']",['david production'],movie,7.83,833,1,2873
Somali to Mori no Kamisama,"['adventure', 'drama', 'fantasy', 'slice of life']","['satelight', 'hornets']",tv,7.83,834,12,779
Yi Nian Yong Heng,"['action', 'comedy', 'fantasy']",['b.cmay pictures'],ona,7.83,835,52,5907
Yuru Yuri♪♪,"['comedy', 'girls love', 'slice of life']",['doga kobo'],tv,7.83,836,12,1126
Yuusha-Ou GaoGaiGar,"['adventure', 'sci-fi']",['sunrise'],tv,7.83,837,49,4292
Maria-sama ga Miteru 3rd,"['drama', 'girls love', 'slice of life']",['studio deen'],ova,7.82,838,5,4111
Oniisama e...,"['drama', 'girls love']",['tezuka productions'],tv,7.82,839,39,3043
Owarimonogatari 2nd Season Recaps,"['comedy', 'mystery', 'supernatural']",['shaft'],special,7.82,840,2,3931
Psycho-Pass 3: First Inspector,"['action', 'sci-fi']",['production i.g'],movie,7.82,841,3,2063
Saiyuuki Gaiden,"['action', 'adventure', 'drama', 'fantasy']",['anpro'],ova,7.82,842,3,5042
Slayers Try,"['adventure', 'comedy', 'fantasy']",['e&g films'],tv,7.82,843,26,2592
Akachan to Boku,"['comedy', 'drama']",['studio pierrot'],tv,7.82,844,35,4138
Baby Steps,['sports'],['studio pierrot'],tv,7.82,845,25,1351
Break Blade 5: Shisen no Hate,"['action', 'fantasy']","['production i.g', 'xebec']",movie,7.82,846,1,2534
Bungou Stray Dogs,"['action', 'comedy', 'mystery', 'supernatural']",['bones'],tv,7.82,847,12,91
Haikyuu!! Riku vs. Kuu,['sports'],['production i.g'],ova,7.82,849,2,801
Jormungand,"['action', 'adventure']",['white fox'],tv,7.82,850,12,600
Jungle wa Itsumo Hare nochi Guu,"['comedy', 'slice of life']",['shin-ei animation'],tv,7.82,851,26,3353
Kuroko no Basket: Tip Off,['sports'],['production i.g'],special,7.82,852,1,1793
Lupin the IIIrd: Jigen Daisuke no Bohyou,"['action', 'adventure', 'drama']",['telecom animation film'],movie,7.82,853,1,3758
Ai no Utagoe wo Kikasete,"['drama', 'sci-fi']",['j.c.staff'],movie,7.81,854,1,2655
Akebi-chan no Sailor-fuku,['slice of life'],['cloverworks'],tv,7.81,855,12,1460
Aria the Crepuscolo,"['fantasy', 'sci-fi', 'slice of life']",['j.c.staff'],movie,7.81,856,1,5716
City Hunter 3,"['action', 'comedy', 'mystery']",['sunrise'],tv,7.81,857,13,4342
Coquelicot-zaka kara,['romance'],['studio ghibli'],movie,7.81,858,1,1159
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"['comedy', 'sci-fi']",['shin-ei animation'],movie,7.81,859,1,6030
Detective Conan Movie 07: Crossroad in the Ancient Capital,"['adventure', 'comedy', 'mystery']",['tms entertainment'],movie,7.81,860,1,2736
Detective Conan Movie 08: Time Travel of the Silver Sky,"['adventure', 'mystery']",['tms entertainment'],special,7.81,861,1,4207
Heartcatch Precure!,"['action', 'comedy', 'fantasy', 'slice of life']",['toei animation'],tv,7.81,862,49,3588
Hidamari Sketch x ☆☆☆ Specials,"['comedy', 'slice of life']",['shaft'],special,7.81,863,2,4852
Kekkai Sensen & Beyond,"['action', 'comedy', 'fantasy', 'supernatural']",['bones'],tv,7.81,864,12,484
Little Witch Academia,"['adventure', 'comedy', 'fantasy']",['trigger'],movie,7.81,865,1,653
Macross F Movie 1: Itsuwari no Utahime,"['action', 'romance', 'sci-fi']","['satelight', '8bit']",movie,7.81,866,1,3523
Magi: Sinbad no Bouken,"['action', 'adventure', 'fantasy']",['lay-duce'],ova,7.81,867,5,1496
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,"['comedy', 'romance']",['j.c.staff'],special,7.81,868,1,2915
Saint☆Oniisan (Movie),"['comedy', 'slice of life']",['a-1 pictures'],movie,7.81,869,1,1928
Seikai no Senki II,"['action', 'romance', 'sci-fi']",['sunrise'],tv,7.81,870,10,4010
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,"['action', 'drama']",['wit studio'],movie,7.81,871,1,1625
Tamayura: Sotsugyou Shashin Part 3 - Akogare,"['comedy', 'drama', 'slice of life']",['tyo animations'],movie,7.81,872,1,5866
Wolf's Rain,"['action', 'adventure', 'drama', 'fantasy', 'mystery', 'sci-fi']",['bones'],tv,7.81,873,26,626
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,"['drama', 'fantasy', 'slice of life']",['studio gokumi'],movie,7.81,874,1,4943
Mobile Suit Gundam Wing: Endless Waltz Special,"['action', 'drama', 'sci-fi']",['sunrise'],movie,7.8,875,1,2507
Sekaiichi Hatsukoi: Valentine-hen,"['boys love', 'comedy', 'romance']",['studio deen'],movie,7.8,876,1,3081
Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin,"['drama', 'fantasy']",['studio lan'],ona,7.8,877,1,4117
Shingeki no Kyojin: Lost Girls,"['action', 'drama']",['wit studio'],ova,7.8,878,3,744
Tokyo Ghoul,"['action', 'fantasy', 'horror']",['studio pierrot'],tv,7.8,879,12,7
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","['drama', 'romance']",['kyoto animation'],special,7.8,880,1,793
Detective Conan Movie 09: Strategy Above the Depths,"['adventure', 'comedy', 'mystery']",['tms entertainment'],movie,7.8,881,1,2791
Emiya-san Chi no Kyou no Gohan,"['comedy', 'gourmet', 'slice of life']",['ufotable'],ona,7.8,882,13,1573
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,"['action', 'drama', 'sci-fi']",['phoenix entertainment'],ova,7.8,883,7,3874
Ginga Tetsudou 999,"['adventure', 'drama', 'sci-fi']",['toei animation'],tv,7.8,884,113,3401
Gochuumon wa Usagi Desu ka??,"['comedy', 'slice of life']","['kinema citrus', 'white fox']",tv,7.8,885,12,1507
Innocence,['sci-fi'],['production i.g'],movie,7.8,886,1,1283
InuYasha Movie 3: Tenka Hadou no Ken,"['action', 'adventure', 'comedy', 'drama', 'fantasy', 'romance', 'supernatural']",['sunrise'],movie,7.8,887,1,1822
Jungle wa Itsumo Hare nochi Guu Deluxe,"['comedy', 'slice of life']",['shin-ei animation'],ova,7.8,888,6,5171
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),"['action', 'mystery', 'romance', 'supernatural', 'suspense']",['ufotable'],movie,7.8,889,1,886
Last Exile,"['action', 'adventure', 'sci-fi']",['gonzo'],tv,7.8,890,26,1190
Lucky☆Star: Original na Visual to Animation,"['comedy', 'slice of life']",['kyoto animation'],ova,7.8,891,1,1448
Break Blade 3: Kyoujin no Ato,"['action', 'fantasy']","['production i.g', 'xebec']",movie,7.79,892,1,2457
Detective Conan Movie 12: Full Score of Fear,"['adventure', 'comedy', 'mystery']",['tms entertainment'],movie,7.79,893,1,2876
Gochuumon wa Usagi Desu ka??: Dear My Sister,"['comedy', 'slice of life']",['production doa'],movie,7.79,894,1,3106
Grisaia no Rakuen,"['drama', 'romance']",['8bit'],tv,7.79,895,10,497
High Score Girl,['comedy'],['j.c.staff'],tv,7.79,896,12,872
Kageki Shoujo!!,['drama'],['pine jam'],tv,7.79,897,13,2275
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,"['action', 'drama', 'mystery', 'supernatural']",['shaft'],ova,7.79,898,8,1809
Lupin III: Part II,"['action', 'adventure', 'comedy', 'mystery']",['tokyo movie shinsha'],tv,7.79,899,155,3420
Saiyuuki Reload: Burial,"['action', 'adventure', 'drama', 'fantasy']",['studio pierrot'],ova,7.79,900,3,5072
Saraiya Goyou,"['drama', 'mystery']",['manglobe'],tv,7.79,901,12,1957
Seitokai Yakuindomo Movie 2,"['comedy', 'slice of life']",['gohands'],movie,7.79,902,1,3772
Mind Game,"['adventure', 'avant garde', 'comedy', 'romance']",['studio 4°c'],movie,7.78,903,1,2150
Saenai Heroine no Sodatekata ♭,"['comedy', 'romance', 'ecchi']",['a-1 pictures'],tv,7.78,905,11,590
Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,"['action', 'drama']",['wit studio'],movie,7.78,906,1,2473
Taishou Otome Otogibanashi,"['comedy', 'romance', 'slice of life']",['synergysp'],tv,7.78,907,12,1763
The Last: Naruto the Movie,"['action', 'adventure', 'fantasy', 'romance']",['studio pierrot'],movie,7.78,909,1,350
Tunshi Xingkong,['sci-fi'],['sparkly key animation studio'],ona,7.78,910,26,8995
Yuru Yuri Nachuyachumi!+,"['comedy', 'girls love', 'slice of life']",['tyo animations'],special,7.78,911,2,2618
Zan Sayonara Zetsubou Sensei Bangaichi,['comedy'],['shaft'],ova,7.78,912,2,3073
BanG Dream! Garupa☆Pico,['comedy'],"['sanzigen', 'dmm.futureworks']",ona,7.78,914,26,4250
Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,['action'],['sunrise'],ova,7.78,915,1,2773
Colorful (Movie),"['drama', 'slice of life', 'supernatural']","['sunrise', 'ascension']",movie,7.78,916,1,1080
Enen no Shouboutai: Ni no Shou,"['action', 'supernatural']",['david production'],tv,7.78,917,24,280
Hataraku Maou-sama!,"['comedy', 'fantasy', 'romance', 'supernatural']",['white fox'],tv,7.78,918,13,67
Hibike! Euphonium Movie 2: Todoketai Melody,['drama'],['kyoto animation'],movie,7.78,919,1,3749
Higashi no Eden,"['mystery', 'romance', 'sci-fi', 'suspense']",['production i.g'],tv,7.78,920,11,338
Hoozuki no Reitetsu,"['comedy', 'fantasy', 'supernatural']",['wit studio'],tv,7.78,921,13,1479
Hug tto! Precure,"['action', 'fantasy']",['toei animation'],tv,7.78,922,49,4853
Isekai no Seikishi Monogatari,"['action', 'comedy', 'fantasy', 'ecchi']","['aic spirits', 'bestack']",ova,7.78,923,13,1054
Jin-Rou,"['drama', 'romance']",['production i.g'],movie,7.78,924,1,1271
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,"['comedy', 'sports']",['production i.g'],movie,7.78,925,1,3273
Love Live! School Idol Project 2nd Season,['slice of life'],['sunrise'],tv,7.78,926,13,816
Lupin III vs. Detective Conan,"['action', 'adventure', 'comedy', 'mystery']",['tms entertainment'],special,7.78,927,1,3361
Magic Kaito,"['adventure', 'comedy', 'romance']",['tms entertainment'],special,7.78,928,12,2271
Akagami no Shirayuki-hime,"['drama', 'fantasy', 'romance']",['bones'],tv,7.77,929,12,291
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,"['fantasy', 'romance']",['madhouse'],ova,7.77,930,1,3061
Devilman: Crybaby,"['action', 'avant garde', 'horror', 'supernatural']",['science saru'],ona,7.77,931,10,123
Digimon Adventure,"['action', 'adventure', 'comedy', 'fantasy']",['toei animation'],tv,7.77,932,54,498
Digimon Adventure: Bokura no War Game!,"['adventure', 'comedy', 'sci-fi']",['toei animation'],movie,7.77,933,1,2153
Ghost Hunt,"['horror', 'mystery', 'supernatural']",['j.c.staff'],tv,7.77,934,25,904
Hadashi no Gen,['drama'],['madhouse'],movie,7.77,935,1,2787
"Haikyuu!! vs. ""Akaten""",['sports'],['production i.g'],ova,7.77,936,1,2003
Hidamari Sketch x SP,"['comedy', 'slice of life']",['shaft'],special,7.77,937,2,4875
Kokoro Connect,"['drama', 'romance', 'supernatural']",['silver link.'],tv,7.77,938,13,182
Lupin the Third: Mine Fujiko to Iu Onna,"['action', 'adventure', 'comedy', 'ecchi']",['tms entertainment'],tv,7.77,939,13,2480
Machikado Mazoku: 2-choume,"['comedy', 'slice of life']",['j.c.staff'],tv,7.77,940,12,2999
Maria-sama ga Miteru 4th,"['girls love', 'slice of life']",['studio deen'],tv,7.77,941,13,4133
New Initial D Movie: Legend 1 - Kakusei,['action'],"['sanzigen', 'lidenfilms']",movie,7.77,942,1,3400
Ojamajo Doremi Na-i-sho,"['comedy', 'fantasy']",['toei animation'],ova,7.77,943,13,5699
Seitokai Yakuindomo OVA,"['comedy', 'slice of life']",['gohands'],ova,7.77,944,8,1488
Shiki Specials,"['horror', 'mystery', 'supernatural', 'suspense']",['daume'],special,7.77,945,2,2260
Tentai Senshi Sunred,['comedy'],['aic asta'],tv,7.77,946,26,4090
The Disappearance of Conan Edogawa: The Worst Two Days in History,"['adventure', 'comedy', 'mystery']",['tms entertainment'],special,7.77,947,1,5199
Mobile Suit Gundam,['sci-fi'],['sunrise'],tv,7.76,948,43,1546
Mobile Suit Gundam III: Encounters in Space,"['action', 'adventure', 'drama', 'sci-fi']",['sunrise'],movie,7.76,949,1,3584
Mobile Suit Gundam SEED,"['action', 'drama', 'romance', 'sci-fi']",['sunrise'],tv,7.76,950,50,1236
Overlord II,"['action', 'adventure', 'fantasy', 'supernatural']",['madhouse'],tv,7.76,951,13,153
Ranma ½,"['comedy', 'fantasy', 'slice of life']",['studio deen'],tv,7.76,952,161,855
Shaman King,"['action', 'adventure', 'comedy', 'supernatural']",['xebec'],tv,7.76,953,64,550
Shanhe Jian Xin,"['action', 'fantasy']",['motion magic'],ona,7.76,954,16,6756
Texhnolyze,"['action', 'drama', 'sci-fi']",['madhouse'],tv,7.76,956,22,896
Tiger & Bunny Movie 2: The Rising,"['action', 'comedy', 'mystery']",['sunrise'],movie,7.76,957,1,3581
Toshokan Sensou: Kakumei no Tsubasa,"['action', 'comedy', 'romance']",['production i.g'],movie,7.76,958,1,3984
City Hunter '91,"['action', 'comedy', 'mystery']",['sunrise'],tv,7.76,959,13,4260
Detective Conan OVA 10: Kid in Trap Island,"['adventure', 'comedy', 'mystery']",['tms entertainment'],ova,7.76,960,1,4495
Free! Movie 4: The Final Stroke - Zenpen,['sports'],['kyoto animation'],movie,7.76,961,1,2666
Genshiken 2,"['comedy', 'slice of life']",['arms'],tv,7.76,962,12,2025
Gochuumon wa Usagi Desu ka??: Sing for You,"['comedy', 'slice of life']",['production doa'],ova,7.76,963,1,4042
Heike Monogatari,['drama'],['science saru'],tv,7.76,964,11,2382
Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,"['adventure', 'drama', 'fantasy']",['a.c.g.t.'],movie,7.76,965,1,2567
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,"['comedy', 'slice of life']",['gallop'],tv,7.76,966,373,4658
Kyou kara Maou! 3rd Series,"['adventure', 'comedy', 'fantasy']",['studio deen'],tv,7.76,967,39,3363
Little Witch Academia: Mahoujikake no Parade,"['adventure', 'comedy', 'fantasy']",['trigger'],movie,7.76,968,1,1202
Aggressive Retsuko (ONA) 2nd Season,"['comedy', 'slice of life']",['fanworks'],ona,7.75,969,10,1769
BanG Dream! Garupa☆Pico: Oomori,['comedy'],['sanzigen'],ona,7.75,970,26,5690
Charlotte,['drama'],['p.a. works'],tv,7.75,971,13,63
Claymore,"['action', 'adventure', 'fantasy', 'supernatural']",['madhouse'],tv,7.75,972,26,269
Doraemon (1979),"['adventure', 'comedy', 'fantasy', 'sci-fi']",['shin-ei animation'],tv,7.75,973,1787,2561
